Company,Link,Logo,Pitch,Joined,Location,Market,Website,Employees,Stage,Funding Raised
STAMP Investments,https://angel.co/company/stamp-investments,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/520089-5f75e2e1774d64229ec2cb85c9128d30-medium_jpg.jpg?buster=1414402547",Multi tasking bio mass stove,Oct ’14,Thika,Women-Focused,ww.stamp.co.ke,-,Closed,"$180,000"
Homeview Adventures,https://angel.co/company/homeview-adventures,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/539017-cf4f7ff456cfd3aaa9640abdbd00bfcb-medium_jpg.jpg?buster=1511881756","Connecting touris, communities and nature",Nov ’14,Nairobi,East Africa,homeviewadventures.com,1-10,-,-
SEBISA Enterprises,https://angel.co/company/sebisa-enterprises,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/540388-75f8b7559b729d3dfe9ff55eb9570217-medium_jpg.jpg?buster=1416634010",,Nov ’14,Mombasa,-,,1-10,-,-
Sterling Creatives and Holdings,https://angel.co/company/sterling-creatives-and-holdings,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/615438-768b7685768705b1aa09bdf5d0abd668-medium_jpg.jpg?buster=1424436269",World-Class Platinum Event Planning,Feb ’15,Nairobi,Events,sterlingcreatives.com,,-,-
STAMP Investments Holdings,https://angel.co/company/stamp-investments-holdings,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/653618-da2bbbdfba428d36ebe6c273d586c51d-medium_jpg.jpg?buster=1427723869",Multitasking fuel efficient cook stove,Apr ’15,Nairobi,Clean Technology,stamp.co.ke,-,-,-
Themba,https://angel.co/company/themba,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/740715-b2a7675388cca004361ecca9027e039f-medium_jpg.jpg?buster=1435123087",Digital transformation within the application economy,Jun ’15,Nairobi,Web Development,themba.xyz,201-500,-,-
Toimart,https://angel.co/company/toimart,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/764428-6d47698188fce2e683f0a6e0badcdd9a-medium_jpg.jpg?buster=1437047307",A marketplace for buying or selling Kids Products,Jul ’15,Nairobi,Kids,toimart.com,1-10,-,-
Yululate,https://angel.co/company/yululate,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/899503-9a170e09a8d795010a74266e90412954-medium_jpg.jpg?buster=1459772972",First comprehensive consumer ratings website in kenya,Apr ’16,Nairobi,Technology,yululate.com,1-10,Seed,"$130,000"
Nobeah Technologies,https://angel.co/company/nobeah-technologies,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/910239-678bf463b8e3d2babb3b78196d2fa57e-medium_jpg.jpg?buster=1447298639",Peer-to-peer decentralized advertising and other services.,Nov ’15,Nairobi,Peer-to-Peer,nobeah.com,-,,"$120,000"
GrassRoots Bima,https://angel.co/company/grassroots-microinsurance-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1099602-734f1350c77b7b5725057aa399cafb06-medium_jpg.jpg?buster=1473073717",Narrowing the Insurance Protection Gap through Technology,Apr ’16,Uganda,Insurance,grbima.com,1-10,-,-
Pad Heaven Initiative,https://angel.co/company/pad-heaven-initiative-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1185872-277f6c51cd30a5f8548fd2bba7e64f19-medium_jpg.jpg?buster=1465835336","Low cost, bio-degradable sanitary pads",Jun ’16,Nairobi,Manufacturing,"www,padheaven.org",1-10,-,-
Regnant Holdings,https://angel.co/company/regnant-holdings,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1204426-b5a8da87cf140c64239c567c941f2198-medium_jpg.jpg?buster=1466389700",Redefining banking and money transactions globally.,Jun ’16,Tampa,Investment Management,regnantholdingsltd.net,1-10,-,-
My Fruit Truck,https://angel.co/company/my-fruit-truck-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1208191-e932def94ca6a9d397ea3e2d18ae631f-medium_jpg.jpg?buster=1466495769",Mobile retail fruits and vegetables in an icecream truck,Jun ’16,Kenya,Food and Beverages,myfruittruck.com,-,-,-
New Venture Africa,https://angel.co/company/new-venture-africa,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1291964-36909fc0d2b01b4e4027b24fcccc6b15-medium_jpg.jpg?buster=1467486964",Pro Bono Strategy Consulting With Kenyan Tech Start-Ups,Jul ’16,Nairobi,Fin Tech,newventureafrica.com,1-10,-,-
Invinaf,https://angel.co/company/invinaf,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/2215584-2f609b56e585febb4a165096a2ec4095-medium_jpg.jpg?buster=1473522855",Sports equipment importation and manufacturing,Sep ’16,Nairobi,Public Transportation,invinaf.com,1-10,-,-
Hivisasa.com,https://angel.co/company/hivisasa-com-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3196678-4ea46f1ff63c1b8dcc40c3de3cb343b9-medium_jpg.jpg?buster=1480074855",User-generated local news and discussion boards for african audiences.,Nov ’16,Nairobi,Content,hivisasa.com,11-50,-,-
panic button,https://angel.co/company/panic-button,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3863475-aeba0a25b9f2104f992960390196ce48-medium_jpg.jpg?buster=1490345319",GoK,Mar ’17,Nairobi,Mobile,qubit.co.ke,1-10,-,-
Sootano,https://angel.co/company/sootano,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/338903-2603db25b8af93d9d7f4d480bcf12b3e-medium_jpg.jpg?buster=1391845137",Online Service/Skills advertising platform (The African Fiverr.com),Feb ’14,Nairobi,University Students,sootano.com,-,-,-
Bix Kenya,https://angel.co/company/bix-kenya,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/348703-cd3906d779bb647a2dd8b3383d91efd9-medium_jpg.jpg?buster=1393231081",Social Market Place for Services,Feb ’14,Nairobi,Location Based Services,bix.co.ke,1-10,-,-
Lamu Holiday Solutions,https://angel.co/company/lamu-holiday-solutions-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/379631-200b167e48c564d873423ab121f72d4c-medium_jpg.jpg?buster=1397469369",We are the Platform,Apr ’14,Lamu,College Recruiting,lamuholidaysolutions.com,1-10,-,-
Internitup,https://angel.co/company/internitup,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/471811-0c62540beaf54cfce285b7d96cf919f6-medium_jpg.jpg?buster=1408965627",Online Internship and training Platform in Kenya.,Nov ’14,Kenya,Corporate Training,internitup.com,-,-,-
Xoxo,https://angel.co/company/xoxo-2,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/482317-9ab705b81d5be916727ee33b3d4d9bb8-medium_jpg.jpg?buster=1410154651","Know what everyone is doing, right now.",Sep ’14,Nairobi,Social,play.google.com,,-,-
iVa Archive,https://angel.co/company/iva-archive,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/547005-210d5f73394c703a4355aeaf6b74a874-medium_jpg.jpg?buster=1417445539",Learning through Sharing,Dec ’14,Kenya,Colleges,iVa.co.ke,11-50,-,-
awamo,https://angel.co/company/awamo,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/723450-9ae7a6f29b3dfa4af119e0ed5b5e710a-medium_jpg.jpg?buster=1567606494",Mobile banking & business platform for microfinance,Jun ’15,Eldoret,Biometrics,awamo.com,51-200,Seed,"€500,000"
Practice College,https://angel.co/company/practice-college,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/796445-490422107cb8c5c014b0b99a7cc84655-medium_jpg.jpg?buster=1439491897",Accredited Education on Demand,Aug ’15,Macclesfield,College Recruiting,practice.ac,,-,-
vituzote.com,https://angel.co/company/vituzote-com,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/869190-80ad62e0fe314880adc5e48201169d49-medium_jpg.jpg?buster=1444370065",2nd year successful retail ecommerce in Kenya,Oct ’15,Nairobi,Retail Technology,vituzote.com,-,-,-
Homerange Poultry Farm,https://angel.co/company/homerange-poultry-farm,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/955563-2bd2bde29babb934e94325165982d1df-medium_jpg.jpg?buster=1451249893",Home of the Delicious Indigenous (Kienyeji) Chicken,Dec ’15,Nairobi,Farming,homerangepoultry.com,-,-,-
5Group Managed Digital Services,https://angel.co/company/5group-managed-digital-services,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/965979-b1cca593757a3e26fc967a7e5ec91068-medium_jpg.jpg?buster=1452106131",UBER for virtual labor - Straight from Sub-Saharan Africa,Jan ’16,Santa Clara,Startups,5group.co,,Seed,"$25,000"
Credit for Life,https://angel.co/company/credit-for-life,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1099338-1d2cf86cf898d504bae9c73cfda46b50-medium_jpg.jpg?buster=1460989912",Free Tree buying,Apr ’16,Nairobi,Small and Medium Businesses,creditforlife.jimdo.com,,-,-
Ayanmo Media,https://angel.co/company/ayanmomedia,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1137851-cd7bb73d388173f7c6c7f1c00d84c299-medium_jpg.jpg?buster=1463348572",We empowers creatives to better brand themselves and monetize their content/products.,Apr ’17,Nairobi,Video Streaming,ayanmomedia.com,1-10,-,-
Jenttman,https://angel.co/company/jennttman,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1416417-99d34da7aac5f36663cc069d20f5be46-medium_jpg.jpg?buster=1508268795",,Jul ’16,Dubai,Men,,1-10,-,-
JumpstartUP,https://angel.co/company/jump-startup,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/2152229-8c5d0466046b89cc72069a519a364ebc-medium_jpg.jpg?buster=1474796837",,Sep ’16,Nairobi,Developing World,jump-startup.com,1-10,-,-
Charlies Travels,https://angel.co/company/charlies-travels,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/2856962-975fe30b185af2cbe04900682e5e01c8-medium_jpg.jpg?buster=1477300435",Off the beaten track travels in East Africa,Oct ’16,Nairobi,Adventure Travel,charlies-travels.com,1-10,-,-
HyperAfrica,https://angel.co/company/hyperafrica,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3382413-7dabd6b8458e172a32e150aae873f4cd-medium_jpg.jpg?buster=1486062540",Digital transactions between Canada & Africa,Jan ’17,Toronto,Mobile Payments,hyperafrica.com,1-10,-,-
Cheky Hub,https://angel.co/company/cheky-house-helps,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3648393-167be712170d6fd2e675b19646a163ad-medium_jpg.jpg?buster=1511276327","On Demand cleaning, Nanny, house help allocation and personal tutors",Feb ’17,Ruiru,Cleaning,chekyhousehelps.co.ke,1-10,-,-
Mideva Labs,https://angel.co/company/mideva-labs,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3782399-da9adb668ecefa3264e709f065201eb1-medium_jpg.jpg?buster=1525810389","We help organizations concept new ideas, products and services",Mar ’17,Nairobi,-,mideva.co,1-10,-,-
African Forest Lodges,https://angel.co/company/african-forest-lodges,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/4402685-670689486cc8582c2e13a8ae82a74738-medium_jpg.jpg?buster=1500633767",Kenyan venture tourism - wilderness for locals,Jul ’17,Nairobi,Adventure Travel,theforest.co.ke,,-,-
Lenana Financial,https://angel.co/company/lenana-financial,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/292092-989df7bcb5110d00685b69817cce89bb-medium_jpg.jpg?buster=1383988966",Uniting Africa's stock and commodity exchanges under one platform,Nov ’13,Nairobi,East Africa,andrew.me.ke,1-10,,"$1,500"
Hyperthink systems,https://angel.co/company/hyperthink-systems,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/333834-a275c07c6255bfc76b40fb550579a101-medium_jpg.jpg?buster=1391169176",Driving business with technology,Jan ’14,Nairobi,Hospitality,hyperthinksys.com,1-10,-,-
iGovernment,https://angel.co/company/igovernment,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/399648-2e22108fc0a432f9982bd342d876dee7-medium_jpg.jpg?buster=1400251634",Government services on the go!,May ’14,Nairobi,Governments,Still under construction.,-,-,-
SafePay Solutions,https://angel.co/company/safepay-solutions-ltd-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/515139-450cbd09a473b0cba53d051d36f04bac-medium_jpg.jpg?buster=1428995043",POS & MOBILE PAYMENT NETWORK,Oct ’14,Nairobi,East Africa,safepay.co.ke,1-10,-,-
Vanmark,https://angel.co/company/vanmark,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/546224-93848b1850badd251ad9a7254127c304-medium_jpg.jpg?buster=1417361930","ICT Products, Solutions & Services",Nov ’14,Nairobi,Governments,groupvanmark.com,11-50,-,-
La Diva,https://angel.co/company/la-diva-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/666385-b90143f316bd38d8a054e4168e2277b3-medium_jpg.jpg?buster=1429012445","Be bold,Be beautiful,be a diva",Apr ’15,Nairobi,Beauty,ladivastyle.com,,-,-
Travelusion,https://angel.co/company/travelusion,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/675511-7a786a991ce90e1ed6d522c22580c5dd-medium_jpg.jpg?buster=1429605970",travel social network,Apr ’15,Kenya,Social Media Marketing,Website,1-10,-,-
LOMAX ENTERPRISES,https://angel.co/company/lomax-enterprises-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/710697-15b92f6fbc37ff61c0d927bef280fb52-medium_jpg.jpg?buster=1432660633","CLEAN, RECYCLABLE AND MAINTENANCE-FREE BATTERIES",May ’15,Nairobi,Automotive,lomaxenterprises.com,,-,-
Pplr,https://angel.co/company/pplr,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/842208-d3b15faf4d3c77c209ff869fdfa6de92-medium_jpg.jpg?buster=1442578264",Missed Call Marketing,Sep ’15,Nairobi,Mobile Advertising,pplr.co.ke,,-,-
Boozeit,https://angel.co/company/boozeit,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/944859-ef307b0a875a9a049d655d938ac96d6a-medium_jpg.jpg?buster=1454932574",Kenya's leading online drinks delivery platform,Dec ’15,Nairobi,Supply Chain Management,boozeit.co.ke,1-10,-,-
Savanna Sunrise,https://angel.co/company/savanna-sunrise,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1022289-d5f2d3862b603e5753a606cf879f6fef-medium_jpg.jpg?buster=1455774216",Enabling e-commerce and digital marketing for hotels in Emerging Markets,Feb ’16,Nairobi,Hotels,savannasunrise.com,11-50,-,-
Tech Garage,https://angel.co/company/tech-garage,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1058941-eaff6b00b35cccbca2e975e86f6632fb-medium_jpg.jpg?buster=1458211477",We are a repair and value adding company within the hand-held device vertical,Mar ’16,Nairobi,Value Added Services,techgarage.co.ke,-,-,-
Brand Speak Kenya Ltd.,https://angel.co/company/brand-speak-kenya-ltd,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1356841-1c807274bdc17ab810e205f5f258d192-medium_jpg.jpg?buster=1468241604",Buddy - the online stores for stores,Jul ’16,Nairobi,Mobile Commerce,brandspeak.co.ke,-,-,-
Greennovations Limited,https://angel.co/company/greennovations-limited,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/2154161-acf7f129cffaada93c62b7c5995a3a9b-medium_jpg.jpg?buster=1473260164",Converting waste plastic into energy,Sep ’16,Nairobi,Pre Seed,greennovations.co.ke,-,-,-
Sports Connect Africa,https://angel.co/company/sports-connect-africa,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/2646894-e57e745be907df012dc208d64e95935d-medium_jpg.jpg?buster=1475916096","Connect, Inspire, Empower. (iSportConnect) (IMG) (SportBusiness)",Oct ’16,Nairobi,Event Management,sportsconnectafrica.com,-,-,-
Sports Connect Africa,https://angel.co/company/sports-connect-africa-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/2646961-cad9ad025549e18e73c715170508e767-medium_jpg.jpg?buster=1475916983","Connect, Inspire, Empower. (iSportConnect) (IMG) (SportBusiness)",Oct ’16,Nairobi,Event Management,sportsconnectafrica.com,-,-,-
Badalaa,https://angel.co/company/badalaa,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3262240-5d3e489dbf02151be470600db4fb6314-medium_jpg.jpg?buster=1481635713",Insurance at the point of transaction,Dec ’16,Nairobi,Insurance,Badalaa. com,-,-,-
umba,https://angel.co/company/umba-mobile,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/3819940-4f3c9665ce7469dd0b949156bf71d68f-medium_jpg.jpg?buster=1557011781",Intelligent Financing to Improve the Lives of East Africans,Mar ’17,Nairobi,Mobile Payments,"umba,com",1-10,-,-
FreshBox,https://angel.co/company/freshboxke,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/4065790-2befe80d04217525b134b413352ea002-medium_jpg.jpg?buster=1493280139",Solar powered cold storage chain,Apr ’17,Nairobi,Groceries,freshbox.co.ke,-,-,-
Sironka,https://angel.co/company/sironka,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/4306275-5dd9aa1b461ac45504d6176fa655409d-medium_jpg.jpg?buster=1515189613",,Jun ’17,Nairobi,Social Media Marketing,sironka.com,-,-,-
MoVAS Group,https://angel.co/company/movas-group,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/274842-07387587aebb905a155412d5293156ca-medium_jpg.jpg?buster=1380805450",Global provider of m-commerce solutions and services to network operators & subscribers,Oct ’13,Nairobi,East Africa,movasgroup.com,1-10,-,-
Dandora Dumpsite Rehabilitation Group,https://angel.co/company/dandora-dumpsite-rehabilitation-group,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/364569-a270177f72031b170e9ade120d568432-medium_jpg.jpg?buster=1395359626",Providing young people with access to technology to sell their products,Mar ’14,Nairobi,Digital Media,dadreg.org,-,-,-
Chamasoft,https://angel.co/company/chamasoft,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/378868-053b6b43c23f0fd19a886ab35277702b-medium_jpg.jpg?buster=1397332583",Microsavings and microinvestments record management system,Apr ’14,Nairobi,SaaS,chamasoft.com,1-10,-,-
Sasa Cabs,https://angel.co/company/sasa-cabs,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/427865-0b95fd0effb659229bc3f0c52c4ca699-medium_jpg.jpg?buster=1403946498",Book a taxi!,Jun ’14,Nairobi,Transportation,sasacabs.com,,-,-
Paulex Digitals,https://angel.co/company/paulex-digitals,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/590472-52e4e4e58488390f1b47a3709deee4ee-medium_jpg.jpg?buster=1422306630",Digitalize Digital Events,Jan ’15,Nairobi,Events Services,under construction,,,-
ASTICOM,https://angel.co/company/asticom-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/694038-a404d9edc449d960bdf254c16ab1ac6b-medium_jpg.jpg?buster=1431195237",Fuel ethanol is clean energy,May ’15,Nairobi,Clean Energy,asticom.org (Webpage still under construction),-,-,-
Dukalako,https://angel.co/company/dukalako,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/717038-a7262d55d759a079dfc31fc5da765eff-medium_jpg.jpg?buster=1433179383",The Alibaba of Eastern Africa,Jun ’15,Kenya,Mobile Commerce,dukalako.com,1-10,-,-
Motoka,https://angel.co/company/motoka,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/779713-c00dfae6c520ec9ee903672682275f19-medium_jpg.jpg?buster=1438292075",Google for used cars for Africa,Jul ’15,Nairobi,Automotive,motoka.co.ke,-,-,-
Tambua Fake,https://angel.co/company/tambua-fake,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/799926-8c9882a3dc1dbe5fa94c172f8b983ede-medium_jpg.jpg?buster=1439801479",Mobile authentication system for counterfeights,Aug ’15,Nairobi,Clean Technology,tambuafake.co.ke,,-,-
Swiss Kenko Company,https://angel.co/company/swiss-kenko-company,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/813192-1233bf40e816f29592459783d325f092-medium_jpg.jpg?buster=1440615846",ERP solution tailored for East African Market,Aug ’15,Kenya,Enterprise Resource Planning,swisskenko.com,1-10,Series A,"$290,000"
EYE LABS TECHNOLOGIES,https://angel.co/company/e-y-e-tech,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/993940-09e096038070d48eaf3fd5bcae63d0ac-medium_jpg.jpg?buster=1453966701",THE BEST PLACE TO WORK IN,Jan ’16,Kenya,World Domination,WWW.EYELABSTECHNOLOGIES.CO.KE,11-50,-,-
Oretin,https://angel.co/company/oretin,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1069189-31458e3df221602bd88862db50986757-medium_jpg.jpg?buster=1467306455",Let everyone Shop everywhere,Mar ’16,Nairobi,Reviews and Recommendations,oretin.com,1-10,-,-
First Choice Global,https://angel.co/company/first-choice-global,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1080341-c2cde019cdaec17958121faaab4e60c1-medium_jpg.jpg?buster=1459747444",Disruptive Money Transfer and Payments Solutions for Africa,Apr ’16,Nairobi,Mobile Payments,firstchoicegl.com,1-10,-,-
Nyatiti,https://angel.co/company/nyatiti,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1330353-27364bfde3053ec274ccdb2dfde0d681-medium_jpg.jpg?buster=1526938668",,Jan ’17,Huntsville,Ecommerce,nyatiti.co,-,-,-
SKYLONEDU,https://angel.co/company/lovica-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1347379-4a472e2f104ab18c927dc9d14c076af4-medium_jpg.jpg?buster=1478932129",Education to Marginalised Forgotten Communities,Nov ’16,Nairobi,Education Technology,skylon.co.ke,,-,-
Soft Touch Technologies,https://angel.co/company/soft-touch-technologies-1,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/1567144-8f7f2ce2afd1f7433a26f63104798286-medium_jpg.jpg?buster=1469532545",youth empowernment,Dec ’17,Nairobi,East Africa,softtouchtechnologies.com,-,-,-
Halkin Group,https://angel.co/company/halkin-group,"https://angel.co/cdn-cgi/image/width=60,height=60,format=auto,fit=scale-down/https://d1qb2nb5cznatu.cloudfront.net/startups/i/2174026-0af970ca1aa39df6b8635df1b1c6f5c5-medium_jpg.jpg?buster=1546244758",,Jan ’18,London,Defense,halkin.group,11-50,Seed,"$4,000,000"
