Job Title,Company,Location,Job Link,Employment Type,Compensation,Date Posted
SAP Business Analyst,Redheads Engineering Solutions,Eastern Cape,https://www.careerjunction.co.za/jobs/view/2342523/sap-business-analyst-in-eastern-cape,Permanent Senior position,Undisclosed cost to company,08 Nov 2019
C# Developer Azure Cloud Iot,Mediro Application Consulting,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2342505/c%23-developer-azure-cloud-iot-in-midrand-gauteng,Contract Specialist position,Undisclosed cost to company,08 Nov 2019
Senior Java Developer,Mediro Application Consulting,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2342504/senior-java-developer-in-midrand-gauteng,Contract Senior position,Undisclosed cost to company incl benefits,08 Nov 2019
C# Full Stack Front-End Developer,Mediro Application Consulting,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2342502/c%23-full-stack-front-end-developer-in-midrand-gauteng,Contract Specialist position,Undisclosed cost to company,08 Nov 2019
Integration Developer Retail IT,Adcorp,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2342348/integration-developer-retail-it-in-cape-town-western-cape-at-adcorp,Permanent Intermediate position,Market Related cost to company Neg,07 Nov 2019
Full-Stack .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2342336/full-stack-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,07 Nov 2019
Delphi Developer,Talenttac,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2342330/delphi-developer-in-bellville-western-cape,Permanent Intermediate position,Undisclosed cost to company,07 Nov 2019
Siebel Developer,GoldenRule,"Not specified, Gauteng",https://www.careerjunction.co.za/jobs/view/2342258/siebel-developer-in-not-specified-gauteng-at-goldenrule,Permanent Intermediate position,Market Related cost to company Neg,07 Nov 2019
Full Stack Developer Nodejs Reactjs,Datafin Recruitment,"Stellenbosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2342165/full-stack-developer-nodejs-reactjs-in-stellenbosch-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,06 Nov 2019
Devops Engineer,Parvana,"Winelands, Western Cape",https://www.careerjunction.co.za/jobs/view/2335739/devops-engineer-in-winelands-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,06 Nov 2019
React.Js Developer,Nigel Frank International,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2340609/react.js-developer-in-johannesburg-gauteng-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary plus commission and benefits Neg,29 Oct 2019
Senior C# Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2340608/senior-c%23-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,29 Oct 2019
.NET & Angular Specialist,Nigel Frank International,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2340312/.net-angular-specialist-in-midrand-gauteng-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,28 Oct 2019
Senior Python Developer,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2319256/senior-python-developer-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company incl benefits,28 Oct 2019
IOS Developer,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2319260/ios-developer-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,28 Oct 2019
Senior C# Python Developer,Nigel Frank International,Western Cape,https://www.careerjunction.co.za/jobs/view/2339460/senior-c%23-python-developer-in-western-cape-at-nigel-frank-international,Permanent Senior position,"R55,000 - R75,000 pm basic salary",22 Oct 2019
Senior Software Engineer Python,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2325157/senior-software-engineer-python-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,22 Oct 2019
SNR Software Developer Ruby on Rails,Datafin Recruitment,Western Cape,https://www.careerjunction.co.za/jobs/view/2339306/snr-software-developer-ruby-on-rails-in-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,22 Oct 2019
Python Software Engineer CH229,Capital H Staffing,"Stellenbosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2318436/python-software-engineer-ch229-in-stellenbosch-western-cape,Permanent Intermediate position,Undisclosed cost to company,21 Oct 2019
Tech Lead Python,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2332301/tech-lead-python-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,18 Oct 2019
Python Developer,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2132632/python-developer-in-cape-town-region-western-cape-at-parvana,Permanent Intermediate position,Market Related cost to company Neg,18 Oct 2019
Python Developer,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2288983/python-developer-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,18 Oct 2019
Integration Developer,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2312336/integration-developer-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,18 Oct 2019
Reactjs + C# Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2338854/reactjs-%2B-c%23-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related cost to company Neg,18 Oct 2019
.NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2338752/.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related cost to company Neg,18 Oct 2019
Senior .NET Developer,Network IT Bruma,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2331919/senior-.net-developer-in-centurion-gauteng,Permanent Senior position,"R50,000 - R60,000 pm cost to company",15 Oct 2019
Reactjs + C# Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2338103/reactjs-%2B-c%23-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related cost to company Neg,15 Oct 2019
Senior C# Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2338099/senior-c%23-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,15 Oct 2019
Fullstack .NET Developer React .NET,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337915/fullstack-.net-developer-react-.net-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,14 Oct 2019
Senior Java Developer,Parvana,"Winelands, Western Cape",https://www.careerjunction.co.za/jobs/view/2103900/senior-java-developer-in-winelands-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,11 Oct 2019
Developer .NET Full Stack 2 Yr Contract,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2318841/developer-.net-full-stack-2-yr-contract-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,11 Oct 2019
Senior .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337273/senior-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related cost to company incl benefits Neg,10 Oct 2019
Senior .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337133/senior-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related cost to company incl benefits Neg,09 Oct 2019
Senior .NET Developer Winforms,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337129/senior-.net-developer-winforms-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,"R50,000 - R60,000 pm basic salary",09 Oct 2019
.NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2336877/.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related cost to company Neg,09 Oct 2019
iOS Developer Engineer,KingsleyIrons Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2336764/ios-developer-engineer-in-cape-town-cbd-western-cape-at-kingsleyirons-recruitment,Permanent Intermediate position,"R800,000 - R1,000,000 pa cost to company",08 Oct 2019
Junior Business Analyst,Saongroup Africa,"Observatory, Western Cape",https://www.careerjunction.co.za/jobs/view/2312372/junior-business-analyst-in-observatory-western-cape-at-saongroup-africa,Permanent Junior position,Undisclosed cost to company incl benefits,08 Nov 2019
Essbase Developer,First National Bank,"Johannesburg Region, Gauteng",https://www.careerjunction.co.za/jobs/view/2341969/essbase-developer-in-johannesburg-region-gauteng-at-first-national-bank,Permanent Intermediate position,Undisclosed basic salary,05 Nov 2019
SAP Project Manager,Mediro Application Consulting,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2342503/sap-project-manager-in-menlyn-gauteng,Contract Senior position,Undisclosed cost to company incl benefits,08 Nov 2019
Senior BI Developer Analyst,Adcorp,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2342415/senior-bi-developer-analyst-in-cape-town-western-cape-at-adcorp,Permanent Senior position,Market Related cost to company Neg,07 Nov 2019
Senior Biztalk Developer,Recruit Digital,"Johannesburg Metro, Gauteng",https://www.careerjunction.co.za/jobs/view/2342400/senior-biztalk-developer-in-johannesburg-metro-gauteng-at-recruit-digital,Permanent Intermediate position,Market Related basic salary plus benefits,07 Nov 2019
Senior IT Developer,The Focus Group,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2342375/senior-it-developer-in-sandown-gauteng,Permanent Senior position,Undisclosed cost to company,07 Nov 2019
Analyst Programmer,Talenttac,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2342329/analyst-programmer-in-bellville-western-cape,Permanent Intermediate position,Undisclosed cost to company,07 Nov 2019
Senior BI Developer,Recruit Digital,"Claremont, Western Cape",https://www.careerjunction.co.za/jobs/view/2342311/senior-bi-developer-in-claremont-western-cape-at-recruit-digital,Permanent Intermediate EE position,"R600,000 - R720,000 pa basic salary",07 Nov 2019
Cloud Application Engineer,Adcorp,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2342295/cloud-application-engineer-in-cape-town-western-cape-at-adcorp,Permanent Senior position,Market Related cost to company Neg,07 Nov 2019
Senior Software Engineer Python,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2325830/senior-software-engineer-python-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,06 Nov 2019
Intermediate Software Developer Python Javascrip,Datafin Recruitment,"Rondebosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2342084/intermediate-software-developer-python-javascrip-in-rondebosch-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,06 Nov 2019
Java Developer,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2132623/java-developer-in-cape-town-region-western-cape-at-parvana,Permanent Intermediate position,Market Related cost to company Neg,06 Nov 2019
Full Stack Developer Senior,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2217655/full-stack-developer-senior-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,06 Nov 2019
Developer Mobile iOS Android Cordova,Parvana,"Winelands, Western Cape",https://www.careerjunction.co.za/jobs/view/2335735/developer-mobile-ios-android-cordova-in-winelands-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,06 Nov 2019
Developer Java Senior Contract,Parvana,Belgium,https://www.careerjunction.co.za/jobs/view/2335722/developer-java-senior-contract-in-belgium-at-parvana,Permanent Senior position,Market Related cost to company Neg,06 Nov 2019
Firmware Engineer,Affirmative Portfolios,"Pinetown, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2341996/firmware-engineer-in-pinetown-kwazulu-natal,Permanent Specialist position,"Up to R850,000 pa cost to company",06 Nov 2019
Senior Developer,Private,"Randburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2341849/senior-developer-in-randburg-gauteng-at-private,Permanent Senior EE position,Undisclosed cost to company,05 Nov 2019
Software Developer Muizenburg,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2341655/software-developer-muizenburg-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,04 Nov 2019
Android Developer,Adcorp,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2341606/android-developer-in-johannesburg-gauteng-at-adcorp,Permanent Intermediate position,"R750,000 - R1,000,000 pa cost to company Neg",04 Nov 2019
Application Architect,Recru-it,"CPT - Northern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2341419/application-architect-in-cpt-northern-suburbs-western-cape,Permanent Senior EE position,Market Related cost to company,03 Nov 2019
Senior Developer Architect .NET and Azure,Nigel Frank International,"Randburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2341397/senior-developer-architect-.net-and-azure-in-randburg-gauteng-at-nigel-frank-international,Permanent Senior position,"R60,000 - R80,000 pm basic salary",01 Nov 2019
Lead Software Developer .NET,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2341377/lead-software-developer-.net-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary Neg,01 Nov 2019
Senior BI Developer Azure,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2341083/senior-bi-developer-azure-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related cost to company incl benefits Neg,31 Oct 2019
Senior C#.NET Developer,Datafin Recruitment,"Mouille Point, Western Cape",https://www.careerjunction.co.za/jobs/view/2340991/senior-c%23.net-developer-in-mouille-point-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,31 Oct 2019
Reactjs + C# Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2340930/reactjs-%2B-c%23-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related cost to company Neg,31 Oct 2019
iOS Developer,Tumaini,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2340834/ios-developer-in-johannesburg-gauteng,Permanent Specialist position,Undisclosed cost to company,31 Oct 2019
Senior C#.NET Developer,Fourier Recruitment,"Tygervalley, Western Cape",https://www.careerjunction.co.za/jobs/view/2340810/senior-c%23.net-developer-in-tygervalley-western-cape-at-fourier-recruitment,Permanent Senior position,"R40,000 - R60,000 pm cost to company",30 Oct 2019
Software Development Engineer Python,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2326004/software-development-engineer-python-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,28 Oct 2019
Java Scala Developer,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2319253/java-scala-developer-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,28 Oct 2019
Senior Software Engineer Devops & Platform,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2326398/senior-software-engineer-devops-platform-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,28 Oct 2019
Software Development Engineer Python,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2326434/software-development-engineer-python-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,28 Oct 2019
Senior C# Python Developer,Nigel Frank International,Western Cape,https://www.careerjunction.co.za/jobs/view/2340156/senior-c%23-python-developer-in-western-cape-at-nigel-frank-international,Permanent Senior position,"R55,000 - R75,000 pm basic salary",25 Oct 2019
Platform and Devops Software Engineer,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2331159/platform-and-devops-software-engineer-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,25 Oct 2019
Software Engineering Team Lead Machine Learning,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2322559/software-engineering-team-lead-machine-learning-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed basic salary,25 Oct 2019
Backend Developer,Avacyn Solutions,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2339562/backend-developer-in-cape-town-cbd-western-cape,Permanent Intermediate position,Undisclosed basic salary plus benefits,23 Oct 2019
Senior Software Engineer Python Java,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2339473/senior-software-engineer-python-java-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,22 Oct 2019
Devops Engineer,Datafin Recruitment,"Century City, Western Cape",https://www.careerjunction.co.za/jobs/view/2339448/devops-engineer-in-century-city-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,22 Oct 2019
Intermediate Senior C# Developer,Datafin Recruitment,"Plattekloof, Western Cape",https://www.careerjunction.co.za/jobs/view/2339427/intermediate-senior-c%23-developer-in-plattekloof-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,22 Oct 2019
IOS Mobile Developer,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2325159/ios-mobile-developer-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,22 Oct 2019
Senior Software Engineer Devops & Platform,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2326006/senior-software-engineer-devops-platform-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,22 Oct 2019
Full-Stack .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2339375/full-stack-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,22 Oct 2019
Disabled Software Engineer,Mediro Application Consulting,"Foreshore, Western Cape",https://www.careerjunction.co.za/jobs/view/2339330/disabled-software-engineer-in-foreshore-western-cape,Permanent Specialist position,Undisclosed cost to company,22 Oct 2019
Nodejs Developer,Datafin Recruitment,Western Cape,https://www.careerjunction.co.za/jobs/view/2339309/nodejs-developer-in-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,22 Oct 2019
Team Lead Lead Developer Back-End and Front-End,Datafin Recruitment,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2339300/team-lead-lead-developer-back-end-and-front-end-in-cape-town-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related basic salary,22 Oct 2019
Reactjs + C# Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2339114/reactjs-%2B-c%23-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related cost to company Neg,21 Oct 2019
Senior Developer,Quiglies Solutions,"Stellenbosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2319329/senior-developer-in-stellenbosch-western-cape,Permanent Senior position,Undisclosed cost to company,21 Oct 2019
Devops Engineer,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2325470/devops-engineer-in-cape-town-region-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,18 Oct 2019
Full-Stack .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2338755/full-stack-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,18 Oct 2019
Software Engineer IOS,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2338649/software-engineer-ios-in-cape-town-cbd-western-cape,Permanent Intermediate position,Undisclosed cost to company,17 Oct 2019
Ruby Developer,Recruit Digital,"Gardens, Western Cape",https://www.careerjunction.co.za/jobs/view/2338252/ruby-developer-in-gardens-western-cape-at-recruit-digital,Permanent Intermediate position,Market Related basic salary plus benefits,16 Oct 2019
Software Engineer Scala Java,MIT Recruitment,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2322602/software-engineer-scala-java-in-cape-town-cbd-western-cape,Permanent Senior position,Undisclosed cost to company,15 Oct 2019
Your Next .NET Development,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2338034/your-next-.net-development-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary plus benefits Neg,15 Oct 2019
Full-Stack .NET Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337928/full-stack-.net-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,15 Oct 2019
Reactjs + C# Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337892/reactjs-%2B-c%23-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related cost to company Neg,14 Oct 2019
Senior Lead Java Developer,Progressive-Edge,"Stellenbosch, Western Cape",https://www.careerjunction.co.za/jobs/view/2324312/senior-lead-java-developer-in-stellenbosch-western-cape,Permanent Senior position,"R50,000 - R65,000 pm basic salary",14 Oct 2019
Your Next .NET Development,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2337640/your-next-.net-development-in-cape-town-western-cape-at-nigel-frank-international,Permanent Senior position,Market Related basic salary plus benefits Neg,12 Oct 2019
Developer Back-End C++ Java,Parvana,"Winelands, Western Cape",https://www.careerjunction.co.za/jobs/view/2325466/developer-back-end-c%2B%2B-java-in-winelands-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,11 Oct 2019
IOS Developer,Hi-Tech Recruitment,"Durban, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2337121/ios-developer-in-durban-kwazulu-natal,Permanent Intermediate position,"R500,000 - R900,000 pa cost to company incl benefits",09 Oct 2019
Java Developer,Recru-it,"CPT - Northern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2342464/java-developer-in-cpt-northern-suburbs-western-cape,Permanent Intermediate EE position,Market Related cost to company,07 Nov 2019
SAP BW Project Manager,Adcorp,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2342442/sap-bw-project-manager-in-cape-town-western-cape-at-adcorp,Permanent Management position,Market Related cost to company incl benefits Neg,07 Nov 2019
Solutions Architect Web Platforms,Recruit Digital,"Johannesburg Metro, Gauteng",https://www.careerjunction.co.za/jobs/view/2342438/solutions-architect-web-platforms-in-johannesburg-metro-gauteng-at-recruit-digital,Permanent Intermediate position,Market Related basic salary plus benefits,07 Nov 2019
Senior Technician,HR Advance,"Port Elizabeth, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2342399/senior-technician-in-port-elizabeth-eastern-cape,Permanent Intermediate position,"R174,000 - R234,000 pa cost to company",07 Nov 2019
BI ETL Developer,Adcorp,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2342293/bi-etl-developer-in-cape-town-western-cape-at-adcorp,Permanent Senior position,Market Related cost to company Neg,07 Nov 2019
C# Winforms Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2342278/c%23-winforms-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,07 Nov 2019
Senior Microsoft Support Engineer,Recru-it,"CPT - CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2342254/senior-microsoft-support-engineer-in-cpt-cbd-western-cape,Permanent Senior position,Market Related cost to company,07 Nov 2019
Mean Stack Developer,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2342229/mean-stack-developer-in-cape-town-western-cape-at-nigel-frank-international,Permanent Junior position,Market Related basic salary plus commission and benefits Neg,06 Nov 2019
Devops Support Engineer,Parvana,"Winelands, Western Cape",https://www.careerjunction.co.za/jobs/view/2217618/devops-support-engineer-in-winelands-western-cape-at-parvana,Permanent Senior position,Market Related cost to company Neg,06 Nov 2019
Developer Consultant,Parvana,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2103819/developer-consultant-in-cape-town-region-western-cape-at-parvana,Permanent Intermediate position,Market Related cost to company Neg,06 Nov 2019
Software .NET Lead,Nigel Frank International,"Randburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2341966/software-.net-lead-in-randburg-gauteng-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,05 Nov 2019
UI Developer,iOCO,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2341889/ui-developer-in-midrand-gauteng,Permanent Intermediate position,Market Related cost to company incl benefits,05 Nov 2019
Senior Developer,Fempower Personnel,"JHB - Northern Suburbs, Gauteng",https://www.careerjunction.co.za/jobs/view/2341888/senior-developer-in-jhb-northern-suburbs-gauteng,Permanent Intermediate position,Market Related basic salary,05 Nov 2019
Financial Software Developer,Hi-Tech Recruitment,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2341842/financial-software-developer-in-centurion-gauteng,Permanent Senior position,"R420,000 - R800,000 pa cost to company incl benefits",05 Nov 2019
BI Backend Software Developer,Headhunters,"Port Elizabeth, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2341816/bi-backend-software-developer-in-port-elizabeth-eastern-cape-at-headhunters,Permanent Senior position,Market Related cost to company,05 Nov 2019
BI Front End Developer,Headhunters,"Port Elizabeth, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2341806/bi-front-end-developer-in-port-elizabeth-eastern-cape-at-headhunters,Permanent Senior position,Market Related cost to company,05 Nov 2019
UX Designer,Recruit Digital,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2341759/ux-designer-in-cape-town-western-cape-at-recruit-digital,Permanent Intermediate position,Market Related basic salary,05 Nov 2019
Data Engineer SQL Python R,Datafin Recruitment,"Durbanville, Western Cape",https://www.careerjunction.co.za/jobs/view/2341555/data-engineer-sql-python-r-in-durbanville-western-cape-at-datafin-recruitment,Permanent Intermediate position,Market Related cost to company,04 Nov 2019
Devops Engineer,Nigel Frank International,Malta,https://www.careerjunction.co.za/jobs/view/2341467/devops-engineer-in-malta-at-nigel-frank-international,Permanent Intermediate position,"€25,000 - €35,000 pa cost to company",04 Nov 2019
Application Architect Digital Architecture,Recru-it,"CPT - Northern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2341420/application-architect-digital-architecture-in-cpt-northern-suburbs-western-cape,Permanent Senior EE position,Market Related cost to company,03 Nov 2019
Senior Software Developer,PPC Recruitment,"JHB - Central, Gauteng",https://www.careerjunction.co.za/jobs/view/2314492/senior-software-developer-in-jhb-central-gauteng,Permanent Senior position,Market Related cost to company,01 Nov 2019
Senior Software Engineer .NET C# CAD,PPC Recruitment,"JHB - Central, Gauteng",https://www.careerjunction.co.za/jobs/view/2314512/senior-software-engineer-.net-c%23-cad-in-jhb-central-gauteng,Permanent Management position,Market Related commission only,01 Nov 2019
React Developer,Hi-Tech Recruitment,"JHB - Northern Suburbs, Gauteng",https://www.careerjunction.co.za/jobs/view/2341259/react-developer-in-jhb-northern-suburbs-gauteng,Permanent Intermediate position,"R360,000 - R800,000 pa cost to company incl benefits",01 Nov 2019
Software Developer Muizenburg,Nigel Frank International,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2340893/software-developer-muizenburg-in-cape-town-western-cape-at-nigel-frank-international,Permanent Intermediate position,Market Related basic salary Neg,31 Oct 2019
